# wave                 flux               
  5562.960348087825    -14168.751953125   
  5563.281421829385    -14896.248046875   
  5563.602495570945    -15207.31640625    
  5563.923569312506    -15671.8759765625  
  5564.244643054066    -15972.3427734375  
  5564.565716795626    -16086.4150390625  
  5564.886790537186    -16096.4443359375  
  5565.2078642787465   -15948.369140625   
  5565.528938020307    -15896.2529296875  
  5565.850011761867    -15967.5693359375  
  5566.171085503427    -16076.5771484375  
  5566.492159244987    -16015.5126953125  
  5566.8132329865475   -16039.5498046875  
  5567.134306728108    -15904.1064453125  
  5567.455380469668    -15587.947265625   
  5567.776454211228    -14902.326171875   
  5568.097527952788    -15073.6064453125  
  5568.418601694349    -14536.798828125   
  5568.739675435909    -12976.796875      
  5569.060749177469    -9605.48828125     
  5569.381822919029    -6542.07958984375  
  5569.70289666059     -4517.99658203125  
  5570.02397040215     -2951.92626953125  
  5570.345044143711    -1361.112060546875 
  5570.666117885271    -2742.92578125     
  5570.987191626831    -6349.4990234375   
  5571.308265368391    -9366.474609375    
  5571.629339109952    -11569.3388671875  
  5571.950412851512    -14090.6845703125  
  5572.271486593072    -15823.14453125    
  5572.592560334632    -15882.9853515625  
  5572.9136340761925   -15894.9140625     
  5573.234707817753    -15993.5400390625  
  5573.555781559313    -15945.076171875   
  5573.876855300873    -16070.5146484375  
  5574.197929042433    -16151.109375      
  5574.5190027839935   -16068.6005859375  
  5574.840076525554    -16101.72265625    
  5575.161150267114    -16209.0625        
  5575.482224008674    -15811.0234375     
  5575.803297750234    -16140.1201171875  
  5576.124371491795    -16200.6357421875  
  5576.445445233355    -16112.931640625   
  5576.766518974915    -16052.736328125   
  5577.087592716475    -16032.6416015625  
  5577.408666458035    -15977.599609375   
  5577.729740199596    -16270.9453125     
  5578.050813941156    -15743.76953125    
  5578.371887682716    -16041.3369140625  
  5578.692961424276    -16326.6591796875  
  5579.0140351658365   -16142.9384765625  
  5579.335108907397    -15790.6455078125  
  5579.656182648957    -16000.9248046875  
  5579.977256390517    -15898.36328125    
  5580.298330132077    -16184.373046875   
  5580.619403873638    -15664.734375      
  5580.940477615198    -15734.935546875   
  5581.261551356758    -16098.341796875   
  5581.582625098318    -15945.7255859375  
  5581.903698839878    -16211.935546875   
  5582.224772581439    -16286.4150390625  
  5582.545846322999    -15924.1083984375  
  5582.866920064559    -16133.30078125    
  5583.187993806119    -16368.8271484375  
  5583.5090675476795   -15983.1240234375  
  5583.83014128924     -15889.1748046875  
  5584.1512150308      -16081.888671875   
  5584.47228877236     -16335.4794921875  
  5584.79336251392     -16334.6552734375  
  5585.1144362554805   -16225.716796875   
  5585.435509997041    -16140.6259765625  
  5585.756583738601    -15913.9814453125  
  5586.077657480161    -16232.9140625     
  5586.398731221721    -16358.5341796875  
  5586.719804963282    -16287.509765625   
  5587.040878704842    -16258.9111328125  
  5587.361952446402    -16219.47265625    
  5587.683026187962    -15947.0234375     
  5588.004099929522    -16289.876953125   
  5588.325173671083    -16449.177734375   
  5588.646247412643    -16245.361328125   
  5588.967321154203    -16086.234375      
  5589.288394895763    -16475.330078125   
  5589.6094686373235   -16218.6123046875  
  5589.930542378884    -16392.763671875   
  5590.251616120444    -15977.7587890625  
  5590.572689862004    -16100.041015625   
  5590.893763603564    -16408.908203125   
  5591.214837345125    -16289.345703125   
  5591.535911086685    -16161.6328125     
  5591.856984828245    -16352.7509765625  
  5592.178058569805    -16251.294921875   
  5592.499132311365    -16155.1396484375  
  5592.820206052926    -16090.4267578125  
  5593.141279794486    -16421.78125       
  5593.462353536046    -16307.02734375    
  5593.783427277606    -16411.712890625   
  5594.1045010191665   -16228.5908203125  
  5594.425574760727    -16265.228515625   
  5594.746648502287    -16440.90625       
  5595.067722243847    -16222.28125       
  5595.388795985407    -16247.0029296875  
  5595.709869726968    -16468.2109375     
  5596.030943468528    -16307.884765625   
  5596.352017210088    -16343.166015625   
  5596.673090951648    -16323.4521484375  
  5596.994164693208    -16103.162109375   
  5597.315238434769    -16315.41796875    
  5597.636312176329    -16381.5078125     
  5597.957385917889    -16229.7236328125  
  5598.278459659449    -16300.494140625   
  5598.5995334010095   -16166.0849609375  
  5598.92060714257     -16116.96484375    
  5599.24168088413     -16299.5078125     
  5599.56275462569     -16065.1435546875  
  5599.88382836725     -16158.8837890625  
  5600.2049021088105   -16372.765625      
  5600.525975850371    -16296.873046875   
  5600.847049591931    -16065.3349609375  
  5601.168123333491    -16100.9755859375  
  5601.489197075051    -16346.189453125   
  5601.810270816612    -16335.134765625   
  5602.131344558172    -16178.2978515625  
  5602.452418299732    -16393.759765625   
  5602.773492041292    -16198.7685546875  
  5603.094565782852    -16232.6123046875  
  5603.415639524413    -16120.623046875   
  5603.736713265973    -16446.64453125    
  5604.057787007533    -16297.56640625    
  5604.378860749093    -16291.11328125    
  5604.6999344906535   -16473.859375      
  5605.021008232214    -16453.86328125    
  5605.342081973774    -16223.142578125   
  5605.663155715334    -16020.93359375    
  5605.984229456894    -16316.5234375     
  5606.305303198455    -16432.56640625    
  5606.626376940015    -16336.796875      
  5606.947450681575    -16344.9052734375  
  5607.268524423135    -16163.439453125   
  5607.589598164695    -16109.7373046875  
  5607.910671906256    -16288.58984375    
  5608.231745647816    -16241.505859375   
  5608.552819389377    -16312.3408203125  
  5608.873893130936    -16198.4599609375  
  5609.194966872497    -16002.609375      
  5609.516040614058    -16107.1259765625  
  5609.837114355618    -16116.404296875   
  5610.158188097178    -16060.73046875    
  5610.479261838738    -16010.6162109375  
  5610.800335580298    -15995.1904296875  
  5611.121409321859    -16072.0771484375  
  5611.442483063419    -16169.4794921875  
  5611.763556804979    -16219.89453125    
  5612.084630546539    -16017.96875       
  5612.4057042880995   -16145.32421875    
  5612.72677802966     -16313.2412109375  
  5613.04785177122     -16074.017578125   
  5613.36892551278     -16371.7666015625  
  5613.68999925434     -16280.6689453125  
  5614.011072995901    -16262.0439453125  
  5614.332146737461    -16179.7294921875  
  5614.653220479021    -16170.1806640625  
  5614.974294220581    -16212.4140625     
  5615.295367962141    -16398.453125      
  5615.616441703702    -16394.09765625    
  5615.937515445262    -16382.7685546875  
  5616.258589186822    -16397.134765625   
  5616.579662928382    -16325.421875      
  5616.9007366699425   -16357.4033203125  
  5617.221810411503    -16192.322265625   
  5617.542884153063    -16334.7041015625  
  5617.863957894623    -16313.7646484375  
  5618.185031636183    -16199.2861328125  
  5618.506105377744    -16104.4462890625  
  5618.827179119304    -16308.7353515625  
  5619.148252860864    -16247.7783203125  
  5619.469326602424    -16034.7568359375  
  5619.790400343984    -16080.5244140625  
  5620.111474085545    -16178.5478515625  
  5620.432547827105    -16073.3125        
  5620.753621568665    -16276.1025390625  
  5621.074695310225    -16199.9873046875  
  5621.3957690517855   -16017.9541015625  
  5621.716842793346    -15886.4599609375  
  5622.037916534906    -16321.7421875     
  5622.358990276466    -16278.017578125   
  5622.680064018026    -16179.1611328125  
  5623.0011377595865   -16145.87109375    
  5623.322211501147    -16161.7431640625  
  5623.643285242707    -16040.0390625     
  5623.964358984267    -15977.3076171875  
  5624.285432725827    -16263.9365234375  
  5624.606506467388    -16368.6005859375  
  5624.927580208948    -16318.6064453125  
  5625.248653950508    -16262.8349609375  
  5625.569727692068    -16225.23828125    
  5625.890801433628    -16135.6103515625  
  5626.211875175189    -16365.859375      
  5626.532948916749    -15984.2412109375  
  5626.854022658309    -16295.8603515625  
  5627.175096399869    -16090.619140625   
  5627.4961701414295   -16050.5634765625  
  5627.81724388299     -15955.7451171875  
  5628.13831762455     -15840.54296875    
  5628.45939136611     -16061.353515625   
  5628.78046510767     -16035.171875      
  5629.101538849231    -16060.20703125    
  5629.422612590791    -16108.6787109375  
  5629.743686332351    -15764.44140625    
  5630.064760073911    -15974.3408203125  
  5630.385833815471    -15909.0078125     
  5630.706907557032    -15186.34375       
  5631.027981298592    -15199.9072265625  
  5631.349055040152    -15746.259765625   
  5631.670128781712    -15511.908203125   
  5631.9912025232725   -15370.3994140625  
  5632.312276264833    -15580.5234375     
  5632.633350006393    -15942.265625      
  5632.954423747953    -16090.634765625   
  5633.275497489513    -16268.7578125     
  5633.5965712310735   -16062.236328125   
  5633.917644972634    -16026.3837890625  
  5634.238718714194    -16278.2333984375  
  5634.559792455754    -16488.65625       
  5634.880866197314    -16340.2060546875  
  5635.201939938875    -15965.16796875    
  5635.523013680435    -16223.560546875   
  5635.844087421995    -16305.2451171875  
  5636.165161163555    -16180.4287109375  
  5636.486234905115    -16342.10546875    
  5636.807308646676    -16038.837890625   
  5637.128382388236    -15946.03515625    
  5637.449456129796    -16026.2099609375  
  5637.770529871356    -16117.998046875   
  5638.0916036129165   -16194.296875      
